name,window.start,window.end,minutes,cpuCores,cpuCoreRequestAverage,cpuCoreUsageAverage,cpuCoreHours,cpuCost,cpuCostAdjustment,cpuEfficiency,gpuCount,gpuHours,gpuCost,gpuCostAdjustment,networkTransferBytes,networkReceiveBytes,networkCost,networkCostAdjustment,loadBalancerCost,loadBalancerCostAdjustment,pvBytes,pvByteHours,pvCost,pvs,pvCostAdjustment,ramBytes,ramByteRequestAverage,ramByteUsageAverage,ramByteHours,ramCost,ramCostAdjustment,ramEfficiency,sharedCost,externalCost,totalCost,totalEfficiency,rawAllocationOnly,properties.cluster,properties.container,properties.namespace,properties.pod,properties.node,properties.controller,properties.controllerKind,properties.providerID
front-end-5784858ff5-4fkk8,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.057437,7.2,0.229068,6e-06,0.191458,0.0,0.0,0.0,0.0,16331317931.486044,4547627112.688424,0.0,0.0,0.1525,-0.002497,0.0,0.0,0.0,,0.0,629145600.0,629145600.0,106833305.6,15099494400.0,0.059962,2e-06,0.169807,0.0,0.0,0.439041,0.186966,,cluster-two,front-end,tenant-1,front-end-5784858ff5-4fkk8,ip-192-168-166-7.us-west-2.compute.internal,front-end,deployment,i-0406c6f0eae2396f6
front-end-5784858ff5-74ntz,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.051719,7.2,0.22824,-5e-06,0.172398,0.0,0.0,0.0,0.0,14232162740.506924,3961150076.371367,0.0,0.0,0.1525,-0.002497,0.0,0.0,0.0,,0.0,629145600.0,629145600.0,106474168.888889,15099494400.0,0.059752,-1e-06,0.169236,0.0,0.0,0.437988,0.171742,,cluster-two,front-end,tenant-1,front-end-5784858ff5-74ntz,ip-192-168-144-20.us-west-2.compute.internal,front-end,deployment,i-02c1f70d488b79374
front-end-5784858ff5-78lwr,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.020923,7.2,0.229068,6e-06,0.069744,0.0,0.0,0.0,0.0,6501849597.898931,1718674646.225092,0.0,0.0,0.061,-0.000998,0.0,0.0,0.0,,0.0,629145600.0,629145600.0,83025590.044444,15099494400.0,0.059962,2e-06,0.131966,0.0,0.0,0.349041,0.082653,,cluster-two,front-end,tenant-2,front-end-5784858ff5-78lwr,ip-192-168-121-154.us-west-2.compute.internal,front-end,deployment,i-0d68f38a5d45f95cb
front-end-5784858ff5-8lt9p,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.023891,7.2,0.229068,6e-06,0.079638,0.0,0.0,0.0,0.0,6426825195.687647,1703984547.294703,0.0,0.0,0.061,-0.000998,0.0,0.0,0.0,,0.0,629145600.0,629145600.0,82323704.818153,15099494400.0,0.059962,2e-06,0.13085,0.0,0.0,0.349041,0.090262,,cluster-two,front-end,tenant-2,front-end-5784858ff5-8lt9p,ip-192-168-121-107.us-west-2.compute.internal,front-end,deployment,i-00868067998526003
front-end-5784858ff5-gzmvv,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.024668,7.2,0.22824,-5e-06,0.082228,0.0,0.0,0.0,0.0,6702516292.580826,1760609703.427029,0.0,0.0,0.061,-0.000998,0.0,0.0,0.0,,0.0,629145600.0,629145600.0,84084693.333333,15099494400.0,0.059752,-1e-06,0.133649,0.0,0.0,0.347988,0.092897,,cluster-two,front-end,tenant-2,front-end-5784858ff5-gzmvv,ip-192-168-144-20.us-west-2.compute.internal,front-end,deployment,i-02c1f70d488b79374
front-end-5784858ff5-kvkxv,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.02216,7.2,0.22824,-5e-06,0.073865,0.0,0.0,0.0,0.0,6160218582.823949,1642440912.827934,0.0,0.0,0.061,-0.000998,0.0,0.0,0.0,,0.0,629145600.0,629145600.0,81032591.319218,15099494400.0,0.059752,-1e-06,0.128798,0.0,0.0,0.347988,0.085263,,cluster-two,front-end,tenant-2,front-end-5784858ff5-kvkxv,ip-192-168-189-15.us-west-2.compute.internal,front-end,deployment,i-00eaf02d1e05d532a
front-end-5784858ff5-kzp9x,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.023097,7.2,0.22824,-5e-06,0.07699,0.0,0.0,0.0,0.0,6785512667.49874,1794311774.040084,0.0,0.0,0.061,-0.000998,0.0,0.0,0.0,,0.0,629145600.0,629145600.0,84007404.088889,15099494400.0,0.059752,-1e-06,0.133526,0.0,0.0,0.347988,0.08872,,cluster-two,front-end,tenant-2,front-end-5784858ff5-kzp9x,ip-192-168-128-109.us-west-2.compute.internal,front-end,deployment,i-0b950d88c27dbfbe5
front-end-5784858ff5-l8s28,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.022777,7.2,0.229068,6e-06,0.075924,0.0,0.0,0.0,0.0,6213921658.778277,1659525361.521899,0.0,0.0,0.061,-0.000998,0.0,0.0,0.0,,0.0,629145600.0,629145600.0,81888779.377778,15099494400.0,0.059962,2e-06,0.130159,0.0,0.0,0.349041,0.087176,,cluster-two,front-end,tenant-2,front-end-5784858ff5-l8s28,ip-192-168-166-7.us-west-2.compute.internal,front-end,deployment,i-0406c6f0eae2396f6
front-end-5784858ff5-q26hf,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.022747,7.2,0.22824,-5e-06,0.075823,0.0,0.0,0.0,0.0,6369842214.2899,1666484035.288312,0.0,0.0,0.061,-0.000998,0.0,0.0,0.0,,0.0,629145600.0,629145600.0,82812243.486302,15099494400.0,0.059752,-1e-06,0.131627,0.0,0.0,0.347988,0.087401,,cluster-two,front-end,tenant-2,front-end-5784858ff5-q26hf,ip-192-168-189-15.us-west-2.compute.internal,front-end,deployment,i-00eaf02d1e05d532a
front-end-5784858ff5-qnsc7,2022-07-09T00:00:00Z,2022-07-10T00:00:00Z,1440.0,0.3,0.3,0.023229,7.2,0.229068,6e-06,0.077432,0.0,0.0,0.0,0.0,6295873744.286654,1665149960.176463,0.0,0.0,0.061,-0.000998,0.0,0.0,0.0,,0.0,629145600.0,629145600.0,82269907.771616,15099494400.0,0.059962,2e-06,0.130764,0.0,0.0,0.349041,0.088496,,cluster-two,front-end,tenant-2,front-end-5784858ff5-qnsc7,ip-192-168-121-107.us-west-2.compute.internal,front-end,deployment,i-00868067998526003
